Date,Users,Sessions
"Apr 27, 2013",0,10
"Apr 28, 2013",0,7
"Apr 29, 2013",0,16
"Apr 30, 2013",0,7
"May 1, 2013",0,4
"May 2, 2013",0,22
"May 3, 2013",0,8
"May 4, 2013",0,9
"May 5, 2013",0,5
"May 6, 2013",0,18
"May 7, 2013",0,16
"May 8, 2013",0,15
"May 9, 2013",0,19
"May 10, 2013",0,19
"May 11, 2013",0,10
"May 12, 2013",0,10
"May 13, 2013",0,10
"May 14, 2013",0,23
"May 15, 2013",0,4
"May 16, 2013",0,4
"May 22, 2013",0,2
"May 23, 2013",0,1
"May 24, 2013",0,2
"May 29, 2013",0,3
"May 30, 2013",0,6
"May 31, 2013",0,8
"Jun 1, 2013",0,7
"Jun 2, 2013",0,4
"Jun 3, 2013",0,8
"Jun 4, 2013",0,9
"Jun 5, 2013",0,8
"Jun 6, 2013",0,9
"Jun 7, 2013",0,2
"Jun 8, 2013",0,4
"Jun 9, 2013",0,5
"Jun 10, 2013",0,5
"Jun 11, 2013",0,5
"Jun 12, 2013",0,3
"Jun 13, 2013",0,6
"Jun 14, 2013",0,9
"Jun 15, 2013",0,4
"Jun 16, 2013",0,2
"Jun 17, 2013",0,9
"Jun 18, 2013",0,14
"Jun 19, 2013",0,8
"Jun 20, 2013",0,6
"Jun 21, 2013",0,17
"Jun 22, 2013",0,8
"Jun 23, 2013",0,4
"Jun 24, 2013",0,15
"Jun 25, 2013",0,14
"Jun 26, 2013",0,14
"Jun 27, 2013",0,16
"Jun 28, 2013",0,19
"Jun 29, 2013",0,9
"Jun 30, 2013",0,7
"Jul 1, 2013",0,24
"Jul 2, 2013",0,21
"Jul 3, 2013",0,42
"Jul 4, 2013",0,150
"Jul 5, 2013",0,119
"Jul 6, 2013",0,48
"Jul 7, 2013",0,86
"Jul 8, 2013",0,113
"Jul 9, 2013",0,134
"Jul 10, 2013",0,48
"Jul 11, 2013",0,35
"Jul 12, 2013",0,47
"Jul 13, 2013",0,21
"Jul 14, 2013",0,11
"Jul 15, 2013",0,34
"Jul 16, 2013",0,32
"Jul 17, 2013",0,25
"Jul 18, 2013",0,33
"Jul 19, 2013",0,34
"Jul 20, 2013",0,15
"Jul 21, 2013",0,9
"Jul 22, 2013",0,32
"Jul 23, 2013",0,29
"Jul 24, 2013",0,22
"Jul 25, 2013",0,25
"Jul 26, 2013",0,24
"Jul 27, 2013",0,16
"Jul 28, 2013",0,6
"Jul 29, 2013",0,25
"Jul 30, 2013",0,23
"Jul 31, 2013",0,18
"Aug 1, 2013",0,19
